bank,architecture,bit,pin,array_x,array_y,bank_x,bank_y,translated_bank_x,x_translation,delta_x,delta_y,manhattan,required_layer_transition,required_fanout_track
sense_amp,single_row,0,BR,2.865,13.2075,0.555,0.0065,0.97,0.415,-1.895,-13.201,15.096,TOP_LEVEL_GLOBAL_ROUTE_PENDING,NUMERIC_ALIGNMENT_RECORDED
sense_amp,single_row,1,BL,3.235,13.2075,1.2,0.005,1.615,0.415,-1.62,-13.2025,14.8225,TOP_LEVEL_GLOBAL_ROUTE_PENDING,NUMERIC_ALIGNMENT_RECORDED
sense_amp,single_row,1,BR,3.57,13.2075,1.53,0.0065,1.945,0.415,-1.625,-13.201,14.826,TOP_LEVEL_GLOBAL_ROUTE_PENDING,NUMERIC_ALIGNMENT_RECORDED
sense_amp,single_row,2,BL,3.94,13.2075,2.175,0.005,2.59,0.415,-1.35,-13.2025,14.5525,TOP_LEVEL_GLOBAL_ROUTE_PENDING,NUMERIC_ALIGNMENT_RECORDED
sense_amp,single_row,2,BR,4.275,13.2075,2.505,0.0065,2.92,0.415,-1.355,-13.201,14.556,TOP_LEVEL_GLOBAL_ROUTE_PENDING,NUMERIC_ALIGNMENT_RECORDED
sense_amp,single_row,3,BL,4.645,13.2075,3.15,0.005,3.565,0.415,-1.08,-13.2025,14.2825,TOP_LEVEL_GLOBAL_ROUTE_PENDING,NUMERIC_ALIGNMENT_RECORDED
sense_amp,single_row,3,BR,4.98,13.2075,3.48,0.0065,3.895,0.415,-1.085,-13.201,14.286,TOP_LEVEL_GLOBAL_ROUTE_PENDING,NUMERIC_ALIGNMENT_RECORDED
sense_amp,single_row,4,BL,5.35,13.2075,4.125,0.005,4.54,0.415,-0.81,-13.2025,14.0125,TOP_LEVEL_GLOBAL_ROUTE_PENDING,NUMERIC_ALIGNMENT_RECORDED
sense_amp,single_row,4,BR,5.685,13.2075,4.455,0.0065,4.87,0.415,-0.815,-13.201,14.016,TOP_LEVEL_GLOBAL_ROUTE_PENDING,NUMERIC_ALIGNMENT_RECORDED
sense_amp,single_row,5,BL,6.055,13.2075,5.1,0.005,5.515,0.415,-0.54,-13.2025,13.7425,TOP_LEVEL_GLOBAL_ROUTE_PENDING,NUMERIC_ALIGNMENT_RECORDED
sense_amp,single_row,5,BR,6.39,13.2075,5.43,0.0065,5.845,0.415,-0.545,-13.201,13.746,TOP_LEVEL_GLOBAL_ROUTE_PENDING,NUMERIC_ALIGNMENT_RECORDED
sense_amp,single_row,6,BL,6.76,13.2075,6.075,0.005,6.49,0.415,-0.27,-13.2025,13.4725,TOP_LEVEL_GLOBAL_ROUTE_PENDING,NUMERIC_ALIGNMENT_RECORDED
sense_amp,single_row,6,BR,7.095,13.2075,6.405,0.0065,6.82,0.415,-0.275,-13.201,13.476,TOP_LEVEL_GLOBAL_ROUTE_PENDING,NUMERIC_ALIGNMENT_RECORDED
sense_amp,single_row,7,BL,7.465,13.2075,7.05,0.005,7.465,0.415,0.0,-13.2025,13.2025,TOP_LEVEL_GLOBAL_ROUTE_PENDING,NUMERIC_ALIGNMENT_RECORDED
sense_amp,single_row,7,BR,7.8,13.2075,7.38,0.0065,7.795,0.415,-0.005,-13.201,13.206,TOP_LEVEL_GLOBAL_ROUTE_PENDING,NUMERIC_ALIGNMENT_RECORDED
sense_amp,single_row,8,BL,8.17,13.2075,8.025,0.005,8.44,0.415,0.27,-13.2025,13.4725,TOP_LEVEL_GLOBAL_ROUTE_PENDING,NUMERIC_ALIGNMENT_RECORDED
sense_amp,single_row,8,BR,8.505,13.2075,8.355,0.0065,8.77,0.415,0.265,-13.201,13.466,TOP_LEVEL_GLOBAL_ROUTE_PENDING,NUMERIC_ALIGNMENT_RECORDED
sense_amp,single_row,9,BL,8.875,13.2075,9.0,0.005,9.415,0.415,0.54,-13.2025,13.7425,TOP_LEVEL_GLOBAL_ROUTE_PENDING,NUMERIC_ALIGNMENT_RECORDED
sense_amp,single_row,9,BR,9.21,13.2075,9.33,0.0065,9.745,0.415,0.535,-13.201,13.736,TOP_LEVEL_GLOBAL_ROUTE_PENDING,NUMERIC_ALIGNMENT_RECORDED
sense_amp,single_row,10,BL,9.58,13.2075,9.975,0.005,10.39,0.415,0.81,-13.2025,14.0125,TOP_LEVEL_GLOBAL_ROUTE_PENDING,NUMERIC_ALIGNMENT_RECORDED
sense_amp,single_row,10,BR,9.915,13.2075,10.305,0.0065,10.72,0.415,0.805,-13.201,14.006,TOP_LEVEL_GLOBAL_ROUTE_PENDING,NUMERIC_ALIGNMENT_RECORDED
sense_amp,single_row,11,BL,10.285,13.2075,10.95,0.005,11.365,0.415,1.08,-13.2025,14.2825,TOP_LEVEL_GLOBAL_ROUTE_PENDING,NUMERIC_ALIGNMENT_RECORDED
sense_amp,single_row,11,BR,10.62,13.2075,11.28,0.0065,11.695,0.415,1.075,-13.201,14.276,TOP_LEVEL_GLOBAL_ROUTE_PENDING,NUMERIC_ALIGNMENT_RECORDED
sense_amp,single_row,12,BL,10.99,13.2075,11.925,0.005,12.34,0.415,1.35,-13.2025,14.5525,TOP_LEVEL_GLOBAL_ROUTE_PENDING,NUMERIC_ALIGNMENT_RECORDED
sense_amp,single_row,12,BR,11.325,13.2075,12.255,0.0065,12.67,0.415,1.345,-13.201,14.546,TOP_LEVEL_GLOBAL_ROUTE_PENDING,NUMERIC_ALIGNMENT_RECORDED
sense_amp,single_row,13,BL,11.695,13.2075,12.9,0.005,13.315,0.415,1.62,-13.2025,14.8225,TOP_LEVEL_GLOBAL_ROUTE_PENDING,NUMERIC_ALIGNMENT_RECORDED
sense_amp,single_row,13,BR,12.03,13.2075,13.23,0.0065,13.645,0.415,1.615,-13.201,14.816,TOP_LEVEL_GLOBAL_ROUTE_PENDING,NUMERIC_ALIGNMENT_RECORDED
sense_amp,single_row,14,BL,12.4,13.2075,13.875,0.005,14.29,0.415,1.89,-13.2025,15.0925,TOP_LEVEL_GLOBAL_ROUTE_PENDING,NUMERIC_ALIGNMENT_RECORDED
sense_amp,single_row,14,BR,12.735,13.2075,14.205,0.0065,14.62,0.415,1.885,-13.201,15.086,TOP_LEVEL_GLOBAL_ROUTE_PENDING,NUMERIC_ALIGNMENT_RECORDED
sense_amp,single_row,15,BL,13.105,13.2075,14.85,0.005,15.265,0.415,2.16,-13.2025,15.3625,TOP_LEVEL_GLOBAL_ROUTE_PENDING,NUMERIC_ALIGNMENT_RECORDED
sense_amp,single_row,15,BR,13.44,13.2075,15.18,0.0065,15.595,0.415,2.155,-13.201,15.356,TOP_LEVEL_GLOBAL_ROUTE_PENDING,NUMERIC_ALIGNMENT_RECORDED
sense_amp,even_odd_2row,0,BL,2.53,13.2075,0.225,0.005,2.535,2.31,0.005,-13.2025,13.2075,TOP_LEVEL_GLOBAL_ROUTE_PENDING,NUMERIC_ALIGNMENT_RECORDED
sense_amp,even_odd_2row,0,BR,2.865,13.2075,0.555,0.0065,2.865,2.31,-0.0,-13.201,13.201,TOP_LEVEL_GLOBAL_ROUTE_PENDING,NUMERIC_ALIGNMENT_RECORDED
sense_amp,even_odd_2row,1,BL,3.235,13.2075,0.93,8.015,3.24,2.31,0.005,-5.1925,5.1975,TOP_LEVEL_GLOBAL_ROUTE_PENDING,NUMERIC_ALIGNMENT_RECORDED
sense_amp,even_odd_2row,1,BR,3.57,13.2075,1.26,8.0165,3.57,2.31,-0.0,-5.191,5.191,TOP_LEVEL_GLOBAL_ROUTE_PENDING,NUMERIC_ALIGNMENT_RECORDED
sense_amp,even_odd_2row,2,BL,3.94,13.2075,1.635,0.005,3.945,2.31,0.005,-13.2025,13.2075,TOP_LEVEL_GLOBAL_ROUTE_PENDING,NUMERIC_ALIGNMENT_RECORDED
sense_amp,even_odd_2row,2,BR,4.275,13.2075,1.965,0.0065,4.275,2.31,-0.0,-13.201,13.201,TOP_LEVEL_GLOBAL_ROUTE_PENDING,NUMERIC_ALIGNMENT_RECORDED
sense_amp,even_odd_2row,3,BL,4.645,13.2075,2.34,8.015,4.65,2.31,0.005,-5.1925,5.1975,TOP_LEVEL_GLOBAL_ROUTE_PENDING,NUMERIC_ALIGNMENT_RECORDED
sense_amp,even_odd_2row,3,BR,4.98,13.2075,2.67,8.0165,4.98,2.31,-0.0,-5.191,5.191,TOP_LEVEL_GLOBAL_ROUTE_PENDING,NUMERIC_ALIGNMENT_RECORDED
sense_amp,even_odd_2row,4,BL,5.35,13.2075,3.045,0.005,5.355,2.31,0.005,-13.2025,13.2075,TOP_LEVEL_GLOBAL_ROUTE_PENDING,NUMERIC_ALIGNMENT_RECORDED
sense_amp,even_odd_2row,4,BR,5.685,13.2075,3.375,0.0065,5.685,2.31,-0.0,-13.201,13.201,TOP_LEVEL_GLOBAL_ROUTE_PENDING,NUMERIC_ALIGNMENT_RECORDED
sense_amp,even_odd_2row,5,BL,6.055,13.2075,3.75,8.015,6.06,2.31,0.005,-5.1925,5.1975,TOP_LEVEL_GLOBAL_ROUTE_PENDING,NUMERIC_ALIGNMENT_RECORDED
sense_amp,even_odd_2row,5,BR,6.39,13.2075,4.08,8.0165,6.39,2.31,-0.0,-5.191,5.191,TOP_LEVEL_GLOBAL_ROUTE_PENDING,NUMERIC_ALIGNMENT_RECORDED
sense_amp,even_odd_2row,6,BL,6.76,13.2075,4.455,0.005,6.765,2.31,0.005,-13.2025,13.2075,TOP_LEVEL_GLOBAL_ROUTE_PENDING,NUMERIC_ALIGNMENT_RECORDED
sense_amp,even_odd_2row,6,BR,7.095,13.2075,4.785,0.0065,7.095,2.31,-0.0,-13.201,13.201,TOP_LEVEL_GLOBAL_ROUTE_PENDING,NUMERIC_ALIGNMENT_RECORDED
sense_amp,even_odd_2row,7,BL,7.465,13.2075,5.16,8.015,7.47,2.31,0.005,-5.1925,5.1975,TOP_LEVEL_GLOBAL_ROUTE_PENDING,NUMERIC_ALIGNMENT_RECORDED
sense_amp,even_odd_2row,7,BR,7.8,13.2075,5.49,8.0165,7.8,2.31,-0.0,-5.191,5.191,TOP_LEVEL_GLOBAL_ROUTE_PENDING,NUMERIC_ALIGNMENT_RECORDED
sense_amp,even_odd_2row,8,BL,8.17,13.2075,5.865,0.005,8.175,2.31,0.005,-13.2025,13.2075,TOP_LEVEL_GLOBAL_ROUTE_PENDING,NUMERIC_ALIGNMENT_RECORDED
sense_amp,even_odd_2row,8,BR,8.505,13.2075,6.195,0.0065,8.505,2.31,0.0,-13.201,13.201,TOP_LEVEL_GLOBAL_ROUTE_PENDING,NUMERIC_ALIGNMENT_RECORDED
sense_amp,even_odd_2row,9,BL,8.875,13.2075,6.57,8.015,8.88,2.31,0.005,-5.1925,5.1975,TOP_LEVEL_GLOBAL_ROUTE_PENDING,NUMERIC_ALIGNMENT_RECORDED
sense_amp,even_odd_2row,9,BR,9.21,13.2075,6.9,8.0165,9.21,2.31,-0.0,-5.191,5.191,TOP_LEVEL_GLOBAL_ROUTE_PENDING,NUMERIC_ALIGNMENT_RECORDED
sense_amp,even_odd_2row,10,BL,9.58,13.2075,7.275,0.005,9.585,2.31,0.005,-13.2025,13.2075,TOP_LEVEL_GLOBAL_ROUTE_PENDING,NUMERIC_ALIGNMENT_RECORDED
sense_amp,even_odd_2row,10,BR,9.915,13.2075,7.605,0.0065,9.915,2.31,0.0,-13.201,13.201,TOP_LEVEL_GLOBAL_ROUTE_PENDING,NUMERIC_ALIGNMENT_RECORDED
sense_amp,even_odd_2row,11,BL,10.285,13.2075,7.98,8.015,10.29,2.31,0.005,-5.1925,5.1975,TOP_LEVEL_GLOBAL_ROUTE_PENDING,NUMERIC_ALIGNMENT_RECORDED
sense_amp,even_odd_2row,11,BR,10.62,13.2075,8.31,8.0165,10.62,2.31,-0.0,-5.191,5.191,TOP_LEVEL_GLOBAL_ROUTE_PENDING,NUMERIC_ALIGNMENT_RECORDED
sense_amp,even_odd_2row,12,BL,10.99,13.2075,8.685,0.005,10.995,2.31,0.005,-13.2025,13.2075,TOP_LEVEL_GLOBAL_ROUTE_PENDING,NUMERIC_ALIGNMENT_RECORDED
sense_amp,even_odd_2row,12,BR,11.325,13.2075,9.015,0.0065,11.325,2.31,0.0,-13.201,13.201,TOP_LEVEL_GLOBAL_ROUTE_PENDING,NUMERIC_ALIGNMENT_RECORDED
sense_amp,even_odd_2row,13,BL,11.695,13.2075,9.39,8.015,11.7,2.31,0.005,-5.1925,5.1975,TOP_LEVEL_GLOBAL_ROUTE_PENDING,NUMERIC_ALIGNMENT_RECORDED
sense_amp,even_odd_2row,13,BR,12.03,13.2075,9.72,8.0165,12.03,2.31,0.0,-5.191,5.191,TOP_LEVEL_GLOBAL_ROUTE_PENDING,NUMERIC_ALIGNMENT_RECORDED
sense_amp,even_odd_2row,14,BL,12.4,13.2075,10.095,0.005,12.405,2.31,0.005,-13.2025,13.2075,TOP_LEVEL_GLOBAL_ROUTE_PENDING,NUMERIC_ALIGNMENT_RECORDED
sense_amp,even_odd_2row,14,BR,12.735,13.2075,10.425,0.0065,12.735,2.31,0.0,-13.201,13.201,TOP_LEVEL_GLOBAL_ROUTE_PENDING,NUMERIC_ALIGNMENT_RECORDED
sense_amp,even_odd_2row,15,BL,13.105,13.2075,10.8,8.015,13.11,2.31,0.005,-5.1925,5.1975,TOP_LEVEL_GLOBAL_ROUTE_PENDING,NUMERIC_ALIGNMENT_RECORDED
sense_amp,even_odd_2row,15,BR,13.44,13.2075,11.13,8.0165,13.44,2.31,0.0,-5.191,5.191,TOP_LEVEL_GLOBAL_ROUTE_PENDING,NUMERIC_ALIGNMENT_RECORDED
sense_amp,folded_4row,0,BL,2.53,13.2075,0.225,0.005,3.94,3.715,1.41,-13.2025,14.6125,TOP_LEVEL_GLOBAL_ROUTE_PENDING,NUMERIC_ALIGNMENT_RECORDED
sense_amp,folded_4row,0,BR,2.865,13.2075,0.555,0.0065,4.27,3.715,1.405,-13.201,14.606,TOP_LEVEL_GLOBAL_ROUTE_PENDING,NUMERIC_ALIGNMENT_RECORDED
sense_amp,folded_4row,1,BL,3.235,13.2075,0.225,8.015,3.94,3.715,0.705,-5.1925,5.8975,TOP_LEVEL_GLOBAL_ROUTE_PENDING,NUMERIC_ALIGNMENT_RECORDED
sense_amp,folded_4row,1,BR,3.57,13.2075,0.555,8.0165,4.27,3.715,0.7,-5.191,5.891,TOP_LEVEL_GLOBAL_ROUTE_PENDING,NUMERIC_ALIGNMENT_RECORDED
sense_amp,folded_4row,2,BL,3.94,13.2075,0.225,16.025,3.94,3.715,0.0,2.8175,2.8175,TOP_LEVEL_GLOBAL_ROUTE_PENDING,NUMERIC_ALIGNMENT_RECORDED
sense_amp,folded_4row,2,BR,4.275,13.2075,0.555,16.0265,4.27,3.715,-0.005,2.819,2.824,TOP_LEVEL_GLOBAL_ROUTE_PENDING,NUMERIC_ALIGNMENT_RECORDED
sense_amp,folded_4row,3,BL,4.645,13.2075,0.225,24.035,3.94,3.715,-0.705,10.8275,11.5325,TOP_LEVEL_GLOBAL_ROUTE_PENDING,NUMERIC_ALIGNMENT_RECORDED
sense_amp,folded_4row,3,BR,4.98,13.2075,0.555,24.0365,4.27,3.715,-0.71,10.829,11.539,TOP_LEVEL_GLOBAL_ROUTE_PENDING,NUMERIC_ALIGNMENT_RECORDED
sense_amp,folded_4row,4,BL,5.35,13.2075,3.045,0.005,6.76,3.715,1.41,-13.2025,14.6125,TOP_LEVEL_GLOBAL_ROUTE_PENDING,NUMERIC_ALIGNMENT_RECORDED
sense_amp,folded_4row,4,BR,5.685,13.2075,3.375,0.0065,7.09,3.715,1.405,-13.201,14.606,TOP_LEVEL_GLOBAL_ROUTE_PENDING,NUMERIC_ALIGNMENT_RECORDED
sense_amp,folded_4row,5,BL,6.055,13.2075,3.045,8.015,6.76,3.715,0.705,-5.1925,5.8975,TOP_LEVEL_GLOBAL_ROUTE_PENDING,NUMERIC_ALIGNMENT_RECORDED
sense_amp,folded_4row,5,BR,6.39,13.2075,3.375,8.0165,7.09,3.715,0.7,-5.191,5.891,TOP_LEVEL_GLOBAL_ROUTE_PENDING,NUMERIC_ALIGNMENT_RECORDED
sense_amp,folded_4row,6,BL,6.76,13.2075,3.045,16.025,6.76,3.715,0.0,2.8175,2.8175,TOP_LEVEL_GLOBAL_ROUTE_PENDING,NUMERIC_ALIGNMENT_RECORDED
sense_amp,folded_4row,6,BR,7.095,13.2075,3.375,16.0265,7.09,3.715,-0.005,2.819,2.824,TOP_LEVEL_GLOBAL_ROUTE_PENDING,NUMERIC_ALIGNMENT_RECORDED
sense_amp,folded_4row,7,BL,7.465,13.2075,3.045,24.035,6.76,3.715,-0.705,10.8275,11.5325,TOP_LEVEL_GLOBAL_ROUTE_PENDING,NUMERIC_ALIGNMENT_RECORDED
sense_amp,folded_4row,7,BR,7.8,13.2075,3.375,24.0365,7.09,3.715,-0.71,10.829,11.539,TOP_LEVEL_GLOBAL_ROUTE_PENDING,NUMERIC_ALIGNMENT_RECORDED
sense_amp,folded_4row,8,BL,8.17,13.2075,5.865,0.005,9.58,3.715,1.41,-13.2025,14.6125,TOP_LEVEL_GLOBAL_ROUTE_PENDING,NUMERIC_ALIGNMENT_RECORDED
sense_amp,folded_4row,8,BR,8.505,13.2075,6.195,0.0065,9.91,3.715,1.405,-13.201,14.606,TOP_LEVEL_GLOBAL_ROUTE_PENDING,NUMERIC_ALIGNMENT_RECORDED
sense_amp,folded_4row,9,BL,8.875,13.2075,5.865,8.015,9.58,3.715,0.705,-5.1925,5.8975,TOP_LEVEL_GLOBAL_ROUTE_PENDING,NUMERIC_ALIGNMENT_RECORDED
sense_amp,folded_4row,9,BR,9.21,13.2075,6.195,8.0165,9.91,3.715,0.7,-5.191,5.891,TOP_LEVEL_GLOBAL_ROUTE_PENDING,NUMERIC_ALIGNMENT_RECORDED
sense_amp,folded_4row,10,BL,9.58,13.2075,5.865,16.025,9.58,3.715,0.0,2.8175,2.8175,TOP_LEVEL_GLOBAL_ROUTE_PENDING,NUMERIC_ALIGNMENT_RECORDED
sense_amp,folded_4row,10,BR,9.915,13.2075,6.195,16.0265,9.91,3.715,-0.005,2.819,2.824,TOP_LEVEL_GLOBAL_ROUTE_PENDING,NUMERIC_ALIGNMENT_RECORDED
sense_amp,folded_4row,11,BL,10.285,13.2075,5.865,24.035,9.58,3.715,-0.705,10.8275,11.5325,TOP_LEVEL_GLOBAL_ROUTE_PENDING,NUMERIC_ALIGNMENT_RECORDED
sense_amp,folded_4row,11,BR,10.62,13.2075,6.195,24.0365,9.91,3.715,-0.71,10.829,11.539,TOP_LEVEL_GLOBAL_ROUTE_PENDING,NUMERIC_ALIGNMENT_RECORDED
sense_amp,folded_4row,12,BL,10.99,13.2075,8.685,0.005,12.4,3.715,1.41,-13.2025,14.6125,TOP_LEVEL_GLOBAL_ROUTE_PENDING,NUMERIC_ALIGNMENT_RECORDED
sense_amp,folded_4row,12,BR,11.325,13.2075,9.015,0.0065,12.73,3.715,1.405,-13.201,14.606,TOP_LEVEL_GLOBAL_ROUTE_PENDING,NUMERIC_ALIGNMENT_RECORDED
sense_amp,folded_4row,13,BL,11.695,13.2075,8.685,8.015,12.4,3.715,0.705,-5.1925,5.8975,TOP_LEVEL_GLOBAL_ROUTE_PENDING,NUMERIC_ALIGNMENT_RECORDED
sense_amp,folded_4row,13,BR,12.03,13.2075,9.015,8.0165,12.73,3.715,0.7,-5.191,5.891,TOP_LEVEL_GLOBAL_ROUTE_PENDING,NUMERIC_ALIGNMENT_RECORDED
sense_amp,folded_4row,14,BL,12.4,13.2075,8.685,16.025,12.4,3.715,0.0,2.8175,2.8175,TOP_LEVEL_GLOBAL_ROUTE_PENDING,NUMERIC_ALIGNMENT_RECORDED
sense_amp,folded_4row,14,BR,12.735,13.2075,9.015,16.0265,12.73,3.715,-0.005,2.819,2.824,TOP_LEVEL_GLOBAL_ROUTE_PENDING,NUMERIC_ALIGNMENT_RECORDED
sense_amp,folded_4row,15,BL,13.105,13.2075,8.685,24.035,12.4,3.715,-0.705,10.8275,11.5325,TOP_LEVEL_GLOBAL_ROUTE_PENDING,NUMERIC_ALIGNMENT_RECORDED
sense_amp,folded_4row,15,BR,13.44,13.2075,9.015,24.0365,12.73,3.715,-0.71,10.829,11.539,TOP_LEVEL_GLOBAL_ROUTE_PENDING,NUMERIC_ALIGNMENT_RECORDED
sense_amp,pin_aligned_staggered,0,BL,2.53,13.2075,0.225,0.005,2.535,2.31,0.005,-13.2025,13.2075,TOP_LEVEL_GLOBAL_ROUTE_PENDING,NUMERIC_ALIGNMENT_RECORDED
sense_amp,pin_aligned_staggered,0,BR,2.865,13.2075,0.555,0.0065,2.865,2.31,-0.0,-13.201,13.201,TOP_LEVEL_GLOBAL_ROUTE_PENDING,NUMERIC_ALIGNMENT_RECORDED
sense_amp,pin_aligned_staggered,1,BL,3.235,13.2075,0.93,8.015,3.24,2.31,0.005,-5.1925,5.1975,TOP_LEVEL_GLOBAL_ROUTE_PENDING,NUMERIC_ALIGNMENT_RECORDED
sense_amp,pin_aligned_staggered,1,BR,3.57,13.2075,1.26,8.0165,3.57,2.31,-0.0,-5.191,5.191,TOP_LEVEL_GLOBAL_ROUTE_PENDING,NUMERIC_ALIGNMENT_RECORDED
sense_amp,pin_aligned_staggered,2,BL,3.94,13.2075,1.635,0.005,3.945,2.31,0.005,-13.2025,13.2075,TOP_LEVEL_GLOBAL_ROUTE_PENDING,NUMERIC_ALIGNMENT_RECORDED
sense_amp,pin_aligned_staggered,2,BR,4.275,13.2075,1.965,0.0065,4.275,2.31,-0.0,-13.201,13.201,TOP_LEVEL_GLOBAL_ROUTE_PENDING,NUMERIC_ALIGNMENT_RECORDED
sense_amp,pin_aligned_staggered,3,BL,4.645,13.2075,2.34,8.015,4.65,2.31,0.005,-5.1925,5.1975,TOP_LEVEL_GLOBAL_ROUTE_PENDING,NUMERIC_ALIGNMENT_RECORDED
sense_amp,pin_aligned_staggered,3,BR,4.98,13.2075,2.67,8.0165,4.98,2.31,-0.0,-5.191,5.191,TOP_LEVEL_GLOBAL_ROUTE_PENDING,NUMERIC_ALIGNMENT_RECORDED
sense_amp,pin_aligned_staggered,4,BL,5.35,13.2075,3.045,0.005,5.355,2.31,0.005,-13.2025,13.2075,TOP_LEVEL_GLOBAL_ROUTE_PENDING,NUMERIC_ALIGNMENT_RECORDED
sense_amp,pin_aligned_staggered,4,BR,5.685,13.2075,3.375,0.0065,5.685,2.31,-0.0,-13.201,13.201,TOP_LEVEL_GLOBAL_ROUTE_PENDING,NUMERIC_ALIGNMENT_RECORDED
sense_amp,pin_aligned_staggered,5,BL,6.055,13.2075,3.75,8.015,6.06,2.31,0.005,-5.1925,5.1975,TOP_LEVEL_GLOBAL_ROUTE_PENDING,NUMERIC_ALIGNMENT_RECORDED
sense_amp,pin_aligned_staggered,5,BR,6.39,13.2075,4.08,8.0165,6.39,2.31,-0.0,-5.191,5.191,TOP_LEVEL_GLOBAL_ROUTE_PENDING,NUMERIC_ALIGNMENT_RECORDED
sense_amp,pin_aligned_staggered,6,BL,6.76,13.2075,4.455,0.005,6.765,2.31,0.005,-13.2025,13.2075,TOP_LEVEL_GLOBAL_ROUTE_PENDING,NUMERIC_ALIGNMENT_RECORDED
sense_amp,pin_aligned_staggered,6,BR,7.095,13.2075,4.785,0.0065,7.095,2.31,-0.0,-13.201,13.201,TOP_LEVEL_GLOBAL_ROUTE_PENDING,NUMERIC_ALIGNMENT_RECORDED
sense_amp,pin_aligned_staggered,7,BL,7.465,13.2075,5.16,8.015,7.47,2.31,0.005,-5.1925,5.1975,TOP_LEVEL_GLOBAL_ROUTE_PENDING,NUMERIC_ALIGNMENT_RECORDED
sense_amp,pin_aligned_staggered,7,BR,7.8,13.2075,5.49,8.0165,7.8,2.31,-0.0,-5.191,5.191,TOP_LEVEL_GLOBAL_ROUTE_PENDING,NUMERIC_ALIGNMENT_RECORDED
sense_amp,pin_aligned_staggered,8,BL,8.17,13.2075,5.865,0.005,8.175,2.31,0.005,-13.2025,13.2075,TOP_LEVEL_GLOBAL_ROUTE_PENDING,NUMERIC_ALIGNMENT_RECORDED
sense_amp,pin_aligned_staggered,8,BR,8.505,13.2075,6.195,0.0065,8.505,2.31,0.0,-13.201,13.201,TOP_LEVEL_GLOBAL_ROUTE_PENDING,NUMERIC_ALIGNMENT_RECORDED
sense_amp,pin_aligned_staggered,9,BL,8.875,13.2075,6.57,8.015,8.88,2.31,0.005,-5.1925,5.1975,TOP_LEVEL_GLOBAL_ROUTE_PENDING,NUMERIC_ALIGNMENT_RECORDED
sense_amp,pin_aligned_staggered,9,BR,9.21,13.2075,6.9,8.0165,9.21,2.31,-0.0,-5.191,5.191,TOP_LEVEL_GLOBAL_ROUTE_PENDING,NUMERIC_ALIGNMENT_RECORDED
sense_amp,pin_aligned_staggered,10,BL,9.58,13.2075,7.275,0.005,9.585,2.31,0.005,-13.2025,13.2075,TOP_LEVEL_GLOBAL_ROUTE_PENDING,NUMERIC_ALIGNMENT_RECORDED
sense_amp,pin_aligned_staggered,10,BR,9.915,13.2075,7.605,0.0065,9.915,2.31,0.0,-13.201,13.201,TOP_LEVEL_GLOBAL_ROUTE_PENDING,NUMERIC_ALIGNMENT_RECORDED
sense_amp,pin_aligned_staggered,11,BL,10.285,13.2075,7.98,8.015,10.29,2.31,0.005,-5.1925,5.1975,TOP_LEVEL_GLOBAL_ROUTE_PENDING,NUMERIC_ALIGNMENT_RECORDED
sense_amp,pin_aligned_staggered,11,BR,10.62,13.2075,8.31,8.0165,10.62,2.31,-0.0,-5.191,5.191,TOP_LEVEL_GLOBAL_ROUTE_PENDING,NUMERIC_ALIGNMENT_RECORDED
sense_amp,pin_aligned_staggered,12,BL,10.99,13.2075,8.685,0.005,10.995,2.31,0.005,-13.2025,13.2075,TOP_LEVEL_GLOBAL_ROUTE_PENDING,NUMERIC_ALIGNMENT_RECORDED
sense_amp,pin_aligned_staggered,12,BR,11.325,13.2075,9.015,0.0065,11.325,2.31,0.0,-13.201,13.201,TOP_LEVEL_GLOBAL_ROUTE_PENDING,NUMERIC_ALIGNMENT_RECORDED
sense_amp,pin_aligned_staggered,13,BL,11.695,13.2075,9.39,8.015,11.7,2.31,0.005,-5.1925,5.1975,TOP_LEVEL_GLOBAL_ROUTE_PENDING,NUMERIC_ALIGNMENT_RECORDED
sense_amp,pin_aligned_staggered,13,BR,12.03,13.2075,9.72,8.0165,12.03,2.31,0.0,-5.191,5.191,TOP_LEVEL_GLOBAL_ROUTE_PENDING,NUMERIC_ALIGNMENT_RECORDED
sense_amp,pin_aligned_staggered,14,BL,12.4,13.2075,10.095,0.005,12.405,2.31,0.005,-13.2025,13.2075,TOP_LEVEL_GLOBAL_ROUTE_PENDING,NUMERIC_ALIGNMENT_RECORDED
sense_amp,pin_aligned_staggered,14,BR,12.735,13.2075,10.425,0.0065,12.735,2.31,0.0,-13.201,13.201,TOP_LEVEL_GLOBAL_ROUTE_PENDING,NUMERIC_ALIGNMENT_RECORDED
sense_amp,pin_aligned_staggered,15,BL,13.105,13.2075,10.8,8.015,13.11,2.31,0.005,-5.1925,5.1975,TOP_LEVEL_GLOBAL_ROUTE_PENDING,NUMERIC_ALIGNMENT_RECORDED
sense_amp,pin_aligned_staggered,15,BR,13.44,13.2075,11.13,8.0165,13.44,2.31,0.0,-5.191,5.191,TOP_LEVEL_GLOBAL_ROUTE_PENDING,NUMERIC_ALIGNMENT_RECORDED
write_driver,single_row,0,BL,2.53,13.2075,0.29,4.138,0.185,-0.105,-2.345,-9.0695,11.4145,TOP_LEVEL_GLOBAL_ROUTE_PENDING,NUMERIC_ALIGNMENT_RECORDED
